id,название,цена,бренд,скидка,рейтинг,в наличии,id продавца,id бренда
32006375,Бюстгальтер женский без косточек без поролона хлопок,40300.0,ANDETTA,54,5.0,7,18592,20480
162510725,Трусы женские стринги высокие больших размеров,42600.0,ANDETTA,29,5.0,2,18592,20480
11222946,Бюстгальтер женский без косточек без поролона без пушап,58200.0,ANDETTA,53,5.0,7,18592,20480
33348701,Бюстгальтер женский без косточек без поролона хлопок,41000.0,ANDETTA,53,5.0,7,18592,20480
11222949,Бюстгальтер женский без косточек без поролона без пушап,40300.0,ANDETTA,54,5.0,7,18592,20480
66518644,Бюстгальтер женский большие размеры без поролона кружевной,113800.0,ANDETTA,26,5.0,9,18592,20480
114187959,Бюстгальтер женский без поролона Лифчик кружевной без пушап,114400.0,ANDETTA,46,5.0,9,18592,20480
11222948,Бюстгальтер женский без косточек без поролона хлопок,64100.0,ANDETTA,48,5.0,7,18592,20480
84858903,Бюстгальтер женский без поролона без пушап хлопок,79900.0,ANDETTA,40,5.0,9,18592,20480
46411284,Бюстгальтер женский кружевной Лифчик без пушап с косточками,116900.0,ANDETTA,41,5.0,9,18592,20480
11222943,Бюстгальтер женский без косточек без поролона без пушап,61200.0,ANDETTA,51,5.0,7,18592,20480
15126711,Бюстгальтер женский кружевной Лифчик без пушап черный,124800.0,ANDETTA,37,5.0,9,18592,20480
66830175,Пеньюар Неглиже женское кружевное комплект трусы и сорочка,102100.0,ANDETTA,62,5.0,10,18592,20480
111632449,Топ спортивный и трусы слипы Комплект нижнего белья женский,54700.0,ANDETTA,56,5.0,6,18592,20480
66829455,Пеньюар Неглиже женское кружевное комплект трусы и сорочка,99900.0,ANDETTA,63,5.0,10,18592,20480
11222952,Бюстгальтер женский без косточек без поролона без пушап,38700.0,ANDETTA,56,5.0,7,18592,20480
163847467,Бюстгальтер женский без косточек без поролона Лифчик хлопок,41300.0,ANDETTA,50,5.0,7,18592,20480
108994414,Трусы женские кружевные Слипы больших размеров бежевые,81900.0,ANDETTA,34,5.0,5,18592,20480
137647016,Бюстгальтер женский без косточек большие размеры без пушап,63000.0,ANDETTA,61,5.0,8,18592,20480
11222944,Бюстгальтер женский без косточек без поролона без пушап,57200.0,ANDETTA,54,5.0,7,18592,20480
162922787,Бюстгальтер женский без косточек без поролона Лифчик хлопок,41300.0,ANDETTA,50,5.0,7,18592,20480
11222947,Бюстгальтер женский без косточек без поролона без пушап,59200.0,ANDETTA,52,5.0,7,18592,20480
11628882,Трусы женские хлопок Слипы,16700.0,ANDETTA,46,5.0,4,18592,20480
70290118,Бюстгальтер без косточек большие размеры без поролона хлопок,41700.0,ANDETTA,52,5.0,7,18592,20480
11222940,Бюстгальтер женский без косточек без поролона без пушап,85900.0,ANDETTA,31,5.0,7,18592,20480
173124839,Ночная сорочка Ночнушка женская вискоза Комбинация бретелях,93600.0,ANDETTA,37,5.0,10,18592,20480
45995463,Трусы женские хлопок Слипы больших размеров,26600.0,ANDETTA,38,5.0,4,18592,20480
132212322,Халат домашний кружевной больших размеров,182400.0,ANDETTA,39,5.0,14,18592,20480
11628881,Трусы женские набор хлопок Слипы больших размеров 3 шт,41900.0,ANDETTA,53,5.0,9,18592,20480
66362640,Бюстгальтер женский большие размеры без поролона кружевной,115100.0,ANDETTA,25,5.0,9,18592,20480
103615213,Трусы женские набор хлопок Слипы больших размеров,39600.0,ANDETTA,55,5.0,9,18592,20480
10431401,Бюстгальтер женский без косточек без поролона без пушап,40300.0,ANDETTA,54,5.0,7,18592,20480
168124512,Бюстгальтер женский без косточек без поролона Лифчик черный,47200.0,ANDETTA,46,5.0,7,18592,20480
70405902,Трусы женские хлопок Слипы больших размеров бежевые,25800.0,ANDETTA,40,5.0,4,18592,20480
11628876,Бюстгальтер женский большие размеры без поролона кружевной,99300.0,ANDETTA,41,5.0,9,18592,20480
142929729,Трусы женские набор хлопок Слипы бежевые 3 шт,48300.0,ANDETTA,46,5.0,9,18592,20480
11870113,Трусы женские хлопок Слипы,16900.0,ANDETTA,47,5.0,4,18592,20480
66376569,Бюстгальтер без косточек Лифчик большие размеры без поролона,41000.0,ANDETTA,53,5.0,7,18592,20480
51387862,Пижама женская со штанами хлопок больших размеров,119700.0,ANDETTA,53,5.0,28,18592,20480
153382953,Бюстгальтер женский без поролона Лифчик без пушап хлопок,101300.0,ANDETTA,24,5.0,9,18592,20480
11628871,Бюстгальтер женский без косточек без поролона кружевной,52300.0,ANDETTA,58,5.0,7,18592,20480
160462127,Трусы женские хлопок Слипы больших размеров,24700.0,ANDETTA,35,5.0,4,18592,20480
138892916,Бюстгальтер женский большие размеры кружевной балконет,130200.0,ANDETTA,23,5.0,10,18592,20480
36852572,Бюстгальтер женский большие размеры кружевной без пушап,108500.0,ANDETTA,31,5.0,9,18592,20480
178278333,Трусы женские набор хлопок Слипы больших размеров,42500.0,ANDETTA,51,5.0,9,18592,20480
159021094,Ночная сорочка женская больших размеров вискоза трикотаж,86500.0,ANDETTA,41,5.0,10,18592,20480
115090735,Трусы женские набор хлопок Слипы больших размеров 2 шт,32100.0,ANDETTA,49,5.0,7,18592,20480
115885428,Трусы женские набор хлопок Слипы больших размеров 3 шт,47200.0,ANDETTA,50,5.0,9,18592,20480
112346475,Пижама женская с шортами Костюм домашний хлопок,86600.0,ANDETTA,58,5.0,29,18592,20480
73397443,Бюстгальтер женский без косточек без поролона Лифчик хлопок,39900.0,ANDETTA,51,5.0,7,18592,20480
27520946,Ночная сорочка женская хлопок трикотаж Ночнушка кружевная,82900.0,ANDETTA,52,5.0,10,18592,20480
7140726,Бюстгальтер женский без пушап гладкий с косточками,39500.0,ANDETTA,68,4.0,19,18592,20480
118053667,Трусы женские набор хлопок Слипы больших размеров 3 шт,41900.0,ANDETTA,53,5.0,9,18592,20480
28221704,Трусы женские хлопок Слипы больших размеров,24900.0,ANDETTA,42,5.0,4,18592,20480
11222951,Бюстгальтер женский без косточек без поролона без пушап,41000.0,ANDETTA,53,5.0,7,18592,20480
84864580,Бюстгальтер Лифчик женский без поролона кружевной без пушап,160900.0,ANDETTA,23,5.0,10,18592,20480
72055517,Халат домашний Пеньюар кружевной сексуальный,90500.0,ANDETTA,61,5.0,10,18592,20480
115312899,Трусы женские набор хлопок Слипы больших размеров 3 шт,49500.0,ANDETTA,47,5.0,9,18592,20480
157036047,Бюстгальтер женский кружевной Лифчик балконет,118100.0,ANDETTA,30,5.0,10,18592,20480
11870107,Бюстгальтер женский без косточек без поролона без пушап,40200.0,ANDETTA,54,5.0,7,18592,20480
20887941,Нижнее белье женское комплект Топ и трусы хлопок слипы,41400.0,ANDETTA,55,4.0,6,18592,20480
7494812,Пижама женская с шортами хлопок комплект кружевной,75900.0,ANDETTA,53,5.0,10,18592,20480
18406583,Халат домашний и ночная сорочка хлопок Комплект с кружевом,168800.0,ANDETTA,54,5.0,28,18592,20480
66831679,Пеньюар Неглиже женское кружевное комплект трусы и сорочка,102100.0,ANDETTA,62,5.0,10,18592,20480
11870106,Бюстгальтер женский без косточек без поролона без пушап,41800.0,ANDETTA,52,5.0,7,18592,20480
75137907,Трусы женские хлопок Слипы больших размеров,23100.0,ANDETTA,39,5.0,4,18592,20480
85387060,Халат домашний и ночная сорочка хлопок комплект,201100.0,ANDETTA,56,5.0,29,18592,20480
114141011,Бюстгальтер женский без поролона Лифчик кружевной белый,151000.0,ANDETTA,32,5.0,9,18592,20480
111631743,Топ спортивный и трусы слипы Комплект нижнего белья женский,56700.0,ANDETTA,55,5.0,6,18592,20480
85393260,Бюстгальтер женский без косточек большие размеры без пушап,63000.0,ANDETTA,61,5.0,8,18592,20480
